,a_MLE,b_MLE,a_std,b_std,mu_MOM,sigma_MOM,Inference_grade,Score,Mean,standard deviation,mu_ML,sigma_ML,a,b
170,2.5311700083226856,33.93819339657056,0.05101000482016236,0.8322029329189904,120.3920035827115,79.7010885011016,1.0,0.0010526315789473684,86.77305000000001,54.49992203205433,85.90333726205442,53.99448187926642,2.535,34.230000000000004
171,6.240739557610883,16.236165751898483,0.3845284523764794,1.1909942657927746,153.93090024465053,66.98607014537181,1.0,0.0,104.291,46.68706351870934,101.32568187179992,40.56033241721126,4.99,20.9
172,2.9536386130749634,12.216005114615466,0.04833180630514511,0.22938156995630857,47.675698391685245,37.889999710897534,1.0,0.004132231404958678,36.0785,21.005714817639504,36.081664404049484,20.99461352117984,2.95,12.229999999999999
173,0.9244054526348068,11.183182445971806,0.017464320429723,0.2632765440492976,14.408048669889107,16.51797164976059,1.0,0.3513761467889908,10.485000000000001,11.052160422288486,10.337794830866192,10.752183298409717,0.9,11.65
174,5.235052666420494,172.8964487039368,0.1003520697273849,3.265857237920498,1173.0576626401792,929.4249021213623,1.0,0.0,915.8144000000001,404.7366078426808,905.1220148021787,395.59118039087883,5.12,178.87
177,1.9784749006758493,2303.2412942664205,0.03431230954194016,48.439345910684125,6473.281857859345,5395.346908241187,1.0,0.0,4543.724999999999,3318.2675701335475,4556.905090906271,3239.6993655936967,1.875,2423.3199999999997
178,1.7931772434989424,177.57349321147404,0.031374641515839734,3.913688616557391,443.79585899011323,368.2028556193924,1.0,0.0,325.0151,247.10440473006545,318.4207470754292,237.78789786107959,1.73,187.87
179,2.0584965792590384,16.71217964751372,0.03136230079914739,0.30291486229673253,46.31006993602155,42.184682202548906,1.0,0.02524271844660194,34.1548,23.796776756527347,34.40196463636952,23.97773578197953,2.06,16.580000000000002
181,5.309954923177584,1554.3697855200805,0.19468526658140767,69.82354117212286,11906.459934786368,4827.387340880436,1.0,0.0,8348.832550000001,3662.9667351450935,8253.633495060838,3581.787057528555,5.195,1607.0900000000001
182,5.952726669507358,79.82939738873905,0.23776824677269798,3.93266152032546,691.5109233176503,273.6541782715482,1.0,0.0,481.70879999999994,200.712,475.202582846648,194.7694427424904,5.76,83.63
183,0.3507267793235636,23.984802432259006,0.00811121588212809,0.7455426320467305,11.884310809934155,20.103986290089694,1.0,0.5854922279792746,8.5918,14.734815438274072,8.412112509778176,14.204325277357036,0.34,25.269999999999996
184,6.050191463964275,19.7404948596805,0.20684359333331936,0.8428193702726176,169.52838349670893,61.03888315844924,1.0,0.0,118.98645000000002,48.15647319416156,119.4337734944696,48.555965562841216,6.105,19.490000000000002
186,5.702188054405379,15.89146063955333,0.28721178062135877,0.9130211541659665,138.43227635396065,72.63137444489674,1.0,0.0,90.5388,38.907695074368,90.61609702591427,37.947623630436496,5.415,16.72
187,5.379869129950977,14.618380761150595,0.20497196694290626,0.6019017495138268,118.7495781101252,74.80673061965052,1.0,0.0,78.1062,34.13714258692429,78.64497538678336,33.90666888910375,5.235,14.92
188,0.7891895058440629,13.168456947500493,0.01602494767825193,0.339051006988638,14.493027139492844,17.885116506522625,1.0,0.3824451410658307,10.550400000000002,11.907870338561803,10.392408031126731,11.69837500419399,0.785,13.440000000000001
189,6.1781160908900405,101.40401534932518,0.11753956705535615,2.2845307252873743,801.7425124498482,332.1774203903466,1.0,0.0,635.094,255.26583085089945,626.4857789105265,252.0479588109711,6.19,102.6
190,5.647058781468615,96.08008141869412,0.14023276452288838,2.963669598612683,740.2417807728988,286.21113413230256,1.0,0.0,543.6392500000001,233.40541819439412,542.5698674996561,228.32029485942994,5.425,100.21000000000001
191,1.0525512871997114,15.774645581163897,0.018332748309640736,0.35507459665918073,22.620533659298232,24.89494084696354,1.0,0.21234309623430964,16.442999999999998,16.04672489949273,16.6036235115733,16.183827614570934,1.05,15.659999999999998
192,5.183369213190295,38.29999093141769,0.09649468401378489,0.7142769962864356,251.32267915177502,191.22340589984782,1.0,0.0,199.45350000000002,87.17326625749433,198.52299385937792,87.19764253976173,5.235,38.1
194,4.0037716246091986,24.51828590494039,0.11485077177065324,0.8426934427897221,140.96582517447678,72.20173988704464,1.0,0.0,98.747,50.52336043851399,98.165617390256,49.05968480544168,3.82,25.85
195,8.647636106277028,29.770446544348353,0.3612341825932114,1.1626464564452497,340.2775290993194,265.1339740741815,1.0,0.0,256.3165,90.76349657213521,257.44398843689703,87.54554526601841,7.975,32.14
196,6.198717971343193,21.604555009584477,0.1526475879530524,0.6622560555614345,180.5518118575504,64.40164354285133,1.0,0.0,135.37439999999998,54.72185786319759,133.9205434007839,53.78934603446747,6.12,22.119999999999997
197,1.5688083843008522,10.212855272016881,0.028776032085451878,0.233107117147189,22.19736800116275,18.85045321975168,1.0,0.14107883817427386,15.976799999999999,12.690395738510285,16.022012978391245,12.791813777361126,1.585,10.08
198,6.184883571607562,36.35385891980448,0.13800064009308904,0.7725782303105875,288.38942303353934,227.0894738413221,1.0,0.0,225.27720000000002,91.06291084739166,224.84438479763776,90.40996097689431,6.12,36.81
199,1.6289664927015217,14.517834144527127,0.026158671728159385,0.29171233901165294,32.035080813576904,29.555908075183318,1.0,0.07654563297350343,24.4449,19.509154082122578,23.64906536803275,18.529252782726555,1.57,15.57
202,3.445434488860702,18.262227344270087,0.07015338293232153,0.4039289857107059,90.35293983881347,69.98385098852965,1.0,0.0,62.403000000000006,34.06898589626642,62.92130793536314,33.8981301890595,3.355,18.6
203,5.978682257453103,59.87397292306485,0.2870935808540856,3.178685934139388,550.195584399247,312.42149221190505,1.0,0.0,359.70720000000006,153.65930042792723,357.96745959835533,146.39991114522658,5.48,65.64
204,0.3419606452804469,18.713318458367194,0.008943400605791628,0.6293773642361887,9.353602925518125,15.756773633643354,1.0,0.6379853095487933,6.28167,10.788852816680743,6.399218455361743,10.943062315451051,0.33899999999999997,18.53
205,7.057225946723974,78.41634843961944,0.20244238097650075,2.8508740983823744,761.3314519090083,231.6729749398788,1.0,0.0,555.2875,207.4482616220247,553.4018888554303,208.31647880960108,7.165,77.5
206,6.05921965811095,15.487936510972766,0.3430469376057765,1.0118050675650565,143.84476844461886,71.10844191142,1.0,0.0,96.57355,41.88963360427016,93.8448093708605,38.124302608968854,5.315,18.169999999999998
208,5.547435045909951,87.83800170162115,0.18365126827684589,3.597432741110905,693.8617729904365,272.1775413962851,1.0,0.0,493.2302,215.05858702688442,487.27560900227104,206.88478864503298,5.26,93.77000000000001
211,9.061397895142624,18.233950467748663,0.187506837972655,0.412113482000479,199.02002743943453,69.09918242881274,1.0,0.0,164.4066,54.217986019401344,165.2250803885926,54.8881219558056,9.195,17.88
212,6.396101930603124,22.728093298207806,0.12952682586932115,0.5548408143901203,188.0298942074002,71.5469790934617,1.0,0.0,145.97625000000002,58.50763251491211,145.37120142359487,57.480520429342185,6.225,23.450000000000003
213,6.103905577282102,7.600919468138038,0.11735765752127436,0.14304554186943305,57.00403994447283,40.732097274782674,1.0,0.0,46.299,18.745917155476814,46.39529473403988,18.778895041348036,6.1,7.59
214,3.7894904341917375,6.9393752813606335,0.0887170577620601,0.19803481787629912,36.480208088973484,19.12249271573896,1.0,0.00404040404040404,26.759950000000003,13.754739056049011,26.296696247982716,13.508613693665986,3.785,7.07
215,4.469041623202686,19.24270462707551,0.144639326562267,0.710183601158918,128.20150234350598,74.59977869741303,1.0,0.0,86.436,41.160000000000004,85.99644792139537,40.6792852239207,4.41,19.6
217,0.2206446488307465,37.77905694731249,0.005193678616296873,1.2791250881364422,12.25116991146274,26.520103316037215,1.0,0.6631274131274131,8.23659,17.600515614606294,8.335746753296538,17.745891110089826,0.21899999999999997,37.61
218,4.212389663553102,572.6645908486348,0.07932002642316527,12.869310624726175,3173.507231961636,1709.709388166303,1.0,0.0,2405.57905,1178.72401006703,2412.286403173656,1175.342931268643,4.165,577.5699999999999
223,0.8622138375699813,14.390097862742033,0.016164707378777878,0.3468207009357681,17.11227403314151,20.41980601783599,1.0,0.31910569105691056,12.177599999999998,12.944642752892022,12.407341501242394,13.361993055653738,0.885,13.759999999999998
226,2.7636836151957214,12.384510734344152,0.044588250774504144,0.2326965033501664,45.33341218209456,36.14045099380166,1.0,0.006993006993006993,34.1544,20.941406256505317,34.226869398722464,20.588419839110376,2.66,12.84
228,7.628323047657385,325.1072176524492,0.19231977404433512,10.32684850015802,3309.941938781724,949.1176068681262,1.0,0.0,2488.704,898.0337027083116,2480.022881377944,897.927245760587,7.68,324.05
229,5.605268905830646,48.90208860288533,0.16115323719773927,1.411942103367082,391.33074661119286,293.12214277868406,1.0,0.0,276.0276,117.9131469005895,274.1093566759283,115.77789101139365,5.48,50.37
232,0.36507841726310447,20.511463618842658,0.008762322918581434,0.6459678570809636,10.689014033692427,17.595848320472204,1.0,0.5991820040899796,7.50057,12.553365114581826,7.488292673716827,12.393378988160926,0.35700000000000004,21.009999999999998
233,5.473370242601094,25.499990168734126,0.1158782417539433,0.6527624434071376,183.01764849238916,78.23485019267153,1.0,0.0,140.2026,60.16669454108311,139.57088737616982,59.657826443257456,5.43,25.82
235,0.7824344761681625,22.390614904866023,0.012981438515860791,0.4942747496524075,24.089791617476898,31.487563356356134,1.0,0.2697947214076246,17.6561,20.120993340290138,17.5191890441719,19.805691488397997,0.77,22.93
237,0.8787106169730178,22.104957099023792,0.014753826400170802,0.490220569687202,26.55219549185019,33.18672882936391,1.0,0.22257720979765708,19.431000000000004,20.482072404910596,19.423860490645286,20.72109077348819,0.9,21.590000000000003
238,0.39051565667107685,18.249669374451223,0.009485694005186876,0.5716220867959303,10.238728249667842,16.23358492552838,1.0,0.5973763874873865,7.195829999999999,11.478486280864736,7.126781619793859,11.404446863620958,0.39299999999999996,18.31
240,5.56871733551211,44.191092345777676,0.13254006934992885,1.0303085992327699,334.82027972754787,264.4419164698172,1.0,0.0,246.53670000000002,106.3884387374869,246.08770202114866,104.28271364505623,5.37,45.910000000000004
241,5.999419128011815,24.84829693510816,0.1124028903885432,0.548413991514886,190.4552609056958,81.5551275618436,1.0,0.0,150.31279999999998,61.93531025190719,149.07534793100524,60.862702134346456,5.89,25.52
242,1.773287274564784,16.783292144806445,0.02815897075904983,0.32602213695565874,40.14349552537405,37.96760402677687,1.0,0.04502617801047121,29.993000000000002,22.480703948052874,29.76159838568837,22.349442955103104,1.78,16.85
244,4.751174941281576,25.416575277900158,0.11658988352815045,0.7681227542302665,166.5672538173697,73.7842701090155,1.0,0.0,121.5358,57.03957718987756,120.75859555355603,55.400992178303596,4.54,26.77
245,0.6196626964545419,13.283150187375615,0.013601892260989573,0.3652689830835028,11.475281852526765,14.456441786364337,1.0,0.4881656804733728,8.3204,10.653180557936677,8.231072662519827,10.45631743872825,0.61,13.64
246,6.628744821213983,71.78993864307645,0.32283160913596304,4.32305390046933,700.4183557999216,250.7791616844346,1.0,0.0,495.0228,208.44220099586363,475.87718399556263,184.83288084288858,5.64,87.77000000000001
247,5.5271943226078175,229.60247332493768,0.18095952979874577,7.803646577837799,1878.683132369801,1303.1800562859244,1.0,0.0,1264.6686000000002,526.4884269839177,1269.0574870183084,539.7950887243543,5.77,219.18000000000004
248,4.5564279293269205,601.1953620156146,0.07767369016427321,11.641860346995166,3497.817303149497,2108.3610694692757,1.0,0.0,2764.1175,1310.317360460816,2739.303338469755,1283.2990540953058,4.45,621.15
251,3.922123468730639,31.757808707680404,0.08015685795099194,0.7871702650586211,167.63760727594183,89.11624526325183,1.0,0.0,125.94285,64.14478084380677,124.55804684785157,62.89428133619435,3.855,32.67
253,3.999838266169307,14.632011091226687,0.08168348024001082,0.31158204514382953,82.18372581305813,65.52483482539438,1.0,0.0,58.4649,29.435519665873066,58.52567787370222,29.263430553671782,3.945,14.82
254,4.330609359607651,34.6621035170733,0.07806099876258368,0.7173009648571459,193.37504806307626,117.66999613562744,1.0,0.0,149.80605,72.70939075869086,150.1080299147269,72.13224016795957,4.245,35.29
255,0.9878312827674522,13.161811944187368,0.01806851949365479,0.30736033496282655,17.827708470034846,18.985149473470653,1.0,0.2809099901088032,13.201500000000001,13.369678754555025,13.001649576370582,13.081485645308524,0.975,13.540000000000001
256,2.7495563404240806,53.27061434502826,0.04346675887401164,0.9790757749023474,193.96554695640495,155.62736102332966,1.0,0.0,148.3889,89.15824904628847,146.47055543065844,88.33219385506446,2.77,53.57
257,1.5174931811239376,18.897520363929228,0.024410270391686653,0.3783869968286715,38.97555413848345,39.57162367836668,1.0,0.06695938529088913,28.674900000000004,23.335302676417122,28.676858292413357,23.279207751862906,1.51,18.990000000000002
258,3.9836766545966555,59.56802510014097,0.07992574398676215,1.242142686013118,329.54673149584715,266.47939821558424,1.0,0.0,238.6137,119.83226804997058,237.29975095185918,118.89271433085187,3.965,60.18
259,2.430764132593771,14.516156163490546,0.038754139238952816,0.2702273082620324,47.25635841467465,40.847377881405535,1.0,0.012295081967213115,35.6596,23.212422450058934,35.28535174534282,22.632005572177867,2.36,15.11
260,5.224920281563111,58.41731960226901,0.16550590157434494,1.94431299318516,452.78900604221843,310.6720777610325,1.0,0.0,304.8297,127.84744234438169,305.22583798444964,133.53080291980564,5.685,53.620000000000005
261,3.451424818108946,106.17203083945209,0.08643059061611243,3.132275706381831,531.2812495785395,317.2139128417098,1.0,0.0,369.1332,205.07399999999998,366.4447822283134,197.24651256663776,3.24,113.92999999999999
262,6.621947609048727,25.78702478412264,0.11645553235968409,0.4798688852581632,207.45960213240153,110.24963961435772,1.0,0.0,171.3393,67.67495466566639,170.76032711370118,66.35812525550959,6.41,26.73
263,6.433812198501566,19.703302041001155,0.19567830062968014,0.7545372097105008,176.39825286107387,59.70963847754672,1.0,0.0,129.4992,53.472818665187276,126.76734502215403,49.97734774782777,5.865,22.080000000000002
264,4.984029747160444,47.921053598781256,0.10717330109487566,1.0259789731325206,325.00687852293504,259.4780761765332,1.0,0.0,238.54799999999997,105.11680817072025,238.83995665159583,106.98346771455726,5.15,46.31999999999999
266,9.567046358928803,20.38070098663877,0.24016794014261184,0.4612727096674849,220.46472014634,125.67041015981498,1.0,0.0,193.98664999999997,63.627834989884725,194.9831111666391,63.038817296423154,9.295,20.869999999999997
267,9.213161435087386,92.96930391452179,0.23780553943671115,2.1437649771079608,977.5445683593141,628.5346179638664,1.0,0.0,854.2375,280.87155983652025,856.5412054721909,282.1914946394646,9.25,92.35
268,3.932912474106197,14.274169353803952,0.08031788731063014,0.3036877294661521,77.87438027426073,63.10850367502439,1.0,0.0,56.12145,28.219910976117557,56.139058709079954,28.30792170712202,3.955,14.190000000000001
269,6.108785187966934,119.6372697178065,0.1063800285016181,2.1886163933437857,893.5507044204073,524.3916999033056,1.0,0.0,731.7818000000001,294.12793882254715,730.8383811809414,295.69495857973186,6.19,118.22000000000001
270,8.530751378771356,15.718147622415298,0.28395499385983913,0.674001306483737,184.9391803052545,44.60465349295956,1.0,0.0,135.95679999999996,46.523459200708615,134.087609501651,45.90870114132752,8.54,15.919999999999998
271,6.298199662686589,18.619452159721746,0.2449250512459214,0.9031336680371164,168.97884526493286,61.48537679814253,1.0,0.0,120.74024999999999,50.46198442887477,117.26902731176857,46.72777593518204,5.725,21.09
272,4.526623902779036,15.524589648087606,0.11805349435004664,0.4299380042587523,103.21361594237278,73.07132263469599,1.0,0.0,70.03,32.30243024913141,70.27397858186934,33.0299058494271,4.7,14.9
273,7.59125429216255,96.97783297036736,0.14200366861761737,1.863283115005965,877.7234092170324,440.8253736162806,1.0,0.0,730.3374,263.7095508850599,736.1833907809241,267.1955649083853,7.67,95.22
274,3.6181733776402196,14.761046161013487,0.06788114800153908,0.29255749736339237,73.7506480844421,60.944394486673374,1.0,0.0,52.65835,28.20758175562024,53.408024245897366,28.077719124996936,3.485,15.11
275,6.208487806177927,88.93283340742481,0.15794378439921067,2.830421510679383,751.5561440497827,259.28211109714954,1.0,0.0,540.9265500000001,212.74238984861483,552.1384117788499,221.59249398968498,6.465,83.67000000000002
276,5.106661249514156,137.2152442141864,0.08841944512678526,2.5887664984668115,877.795764887422,542.8363490984432,1.0,0.0,702.6522000000001,310.9872164703881,700.7117704712073,310.0779526328204,5.105,137.64000000000001
277,0.8359686707549668,13.754462748234335,0.016227330527623325,0.3414375721413789,15.876566930340521,18.491228214521595,1.0,0.3463114754098361,11.487200000000001,12.608840073535712,11.498299940590165,12.575887173510761,0.83,13.840000000000002
279,3.4872426126006,163.63626591490012,0.061754516421478056,3.4244020291160204,752.16301191136,485.49976048870406,1.0,0.0,576.4014000000001,309.87531238548195,570.6393594652828,305.5769853358876,3.46,166.59000000000003
280,5.8518811556737385,15.1779864982717,0.3014546874307136,0.8828030130500065,136.22856875542146,73.12577657167378,1.0,0.0,90.15299999999999,39.15996080181898,88.81977317030659,36.71655373204937,5.3,17.009999999999998
281,5.96862249986137,43.07631137783109,0.16090292133423145,1.1350594393837063,354.75774493413803,275.60552246088474,1.0,0.0,256.2324,104.86894014912139,257.10624130075695,105.23872152138291,5.97,42.92
282,5.333634870952002,28.358566380678898,0.09401589843638092,0.5778406674880464,192.84685621702366,97.66773074253149,1.0,0.0,151.13559999999998,65.09871138509578,151.2542385381961,65.49315509230316,5.39,28.04
283,5.544982441817121,52.388614962590694,0.16838423695039062,1.6303289572921835,424.474532752509,304.195135454056,1.0,0.0,293.8569,125.2440869741961,290.4939501186831,123.36359147548241,5.505,53.379999999999995
284,5.15965583538248,13.794128573031056,0.15412336156756778,0.4310993056661898,105.05102005594104,73.2795752489632,1.0,0.0,70.8598,31.089028161073166,71.17295598585589,31.3331917587656,5.195,13.64
285,7.247977355889048,152.11931234724273,0.2384036428383482,4.788072149846233,1505.4780085965042,1162.7507416523704,1.0,0.0,1103.66,418.64210012849884,1102.5573312862284,409.53664434171475,6.95,158.8
286,8.798111948989662,70.60122601459275,0.20364037576206032,2.034849367911049,803.9706106615732,195.00958739495522,1.0,0.0,619.3395,209.07649774663818,621.1574902123083,209.41461352335554,8.775,70.58
287,5.791866227542648,19.565998864704518,0.21933639272469188,0.9144777283527171,163.91467332907354,65.01991960621665,1.0,0.0,113.58879999999999,48.04294345686992,113.32364803261989,47.08811281789083,5.59,20.32
288,5.339554163879138,16.155501378923088,0.22542082241770173,0.7657942465222095,131.02052476485386,74.1092863155845,1.0,0.0,85.57175,36.944139081862495,86.26317465738393,37.33128496486089,5.365,15.95
290,4.46110670919116,24.961153409513454,0.12010144165383149,0.8221830330507834,156.71275221919694,72.48888286197499,1.0,0.0,112.88310000000001,54.154435995585814,111.35436894433026,52.721281149446554,4.345,25.980000000000004
291,2.3886042572530566,8.783089730296924,0.04714197083701829,0.21166481369223417,29.180977722099136,20.378600969628366,1.0,0.042355371900826444,20.945600000000002,13.327366131385451,20.979325521622833,13.57436180958507,2.47,8.48
292,4.627969973654237,43.67461807340621,0.08291219606858784,0.7958948147771272,262.3238612316727,207.59315889580824,1.0,0.0,200.51460000000003,94.41863754577273,202.12482105454058,93.9559703409668,4.51,44.46000000000001
293,7.278938743527327,88.45554168049047,0.1458361345115643,2.0899678544789904,812.033119901468,286.05533614900287,1.0,0.0,643.0591499999999,237.92540212112698,643.8624694178184,238.648703118394,7.305,88.02999999999999
295,4.749213699781222,33.539972838192135,0.07833488765283944,0.6179915270599426,202.10059407502982,123.95215190752872,1.0,0.0,159.28965,73.12560119752862,159.28849849343217,73.09262557129908,4.745,33.57
296,3.2189448237680445,885.0232750130067,0.05226332845433299,16.20075036483314,3740.717657703267,2943.7150318545423,1.0,0.0,2866.86345,1619.1542913266483,2848.8410900173603,1587.8572579041193,3.135,914.47
297,4.765632905423991,18.394572483978067,0.1693391662708185,0.7459473795038364,131.42177689204144,74.13020908940241,1.0,0.0,87.46049999999998,41.718868033540886,87.66177991085259,40.15595802175202,4.395,19.9
298,6.254957552363311,44.48871621847697,0.20468219249162384,1.447941932507976,397.844708948575,295.0486432801106,1.0,0.0,275.6073,112.37582696469914,278.2750315057107,111.2658928303966,6.015,45.82
299,7.4710367978465415,127.8733802540301,0.19126636324822216,3.016233092156703,1189.4619474921403,921.5857336992917,1.0,0.0,949.3892999999999,352.10900114453193,955.3467293428822,349.5188343933791,7.27,130.59
300,2.267415041034762,12.350537597792172,0.03845919196644539,0.2542279083454669,37.48371549312092,29.680477261131188,1.0,0.02615062761506276,28.1163,18.806994815759374,28.00379471409931,18.597363240452587,2.235,12.58
301,0.3200114832183748,34.28055249169392,0.006715075211448747,1.0183812264494254,15.661841741069429,29.359499918512583,1.0,0.5563380281690141,10.9275,19.626369378975827,10.970170448412325,19.392356842313625,0.31,35.25
302,5.192942719220722,9.682286866103743,0.10396787963213092,0.19157437505753114,64.89363917152363,51.20745731517497,1.0,0.0,50.486799999999995,22.334045401583655,50.27956108673985,22.06402352118947,5.11,9.879999999999999
303,1.779991780209922,11.26360366742256,0.03233631912280789,0.2554013134932401,27.48692759840033,22.209910940193332,1.0,0.08476394849785408,20.5799,15.490695078013768,20.04912194355449,15.027486930688793,1.765,11.66
304,5.633226642542274,21.107371943548568,0.17153415406280345,0.7989246456963225,168.00010542217132,65.67329876404789,1.0,0.0,121.39785,52.460358934151415,118.90260998644709,50.09712181395884,5.355,22.669999999999998
305,5.707083537457632,22.94335150037249,0.13689989182103982,0.6823203961353732,177.05122644210536,66.76742344992806,1.0,0.0,130.3022,54.52977355537065,130.9396236418797,54.81052645744365,5.71,22.82
307,6.527694368274951,29.248733812436086,0.12364403381532059,0.5421351529848192,230.8182278705556,154.99364109730973,1.0,0.0,190.4094,73.78214381542462,190.92679498661218,74.72862238944978,6.66,28.59
308,5.962880721753726,49.613475649734916,0.20745659476691033,1.7649276780890324,435.39405079369664,306.55327445145167,1.0,0.0,294.97715,122.64128537527648,295.8392374910023,121.15119811828518,5.785,50.99
309,9.788252401133489,100.63863918175822,0.3877671685357107,3.561329453880913,1181.584050148604,906.8532015372784,1.0,0.0,974.4909999999999,331.9129517659713,985.0764016176518,314.8598871702517,8.62,113.05
310,1.0578972695181594,49.66706826750225,0.016059405477295962,1.019011421168629,72.78449606108178,78.73642779893899,1.0,0.06714876033057851,53.50880000000001,51.97234095170238,52.542655905162654,51.08463250134617,1.06,50.480000000000004
311,3.0782565027107887,205.54870841611267,0.05071799835826836,3.8932584684290736,832.0312621927849,639.8929833119306,1.0,0.0,627.3565,356.60224697833854,632.7316483057026,360.6344036323146,3.095,202.7
312,7.467261142610091,78.70400775380341,0.18918823361361667,2.5061935865494833,783.8641885273726,228.91871156339096,1.0,0.0,592.7154,220.43322910124056,587.7033788676596,215.0688524341373,7.23,81.98
314,6.422020155154488,152.54158501423586,0.15373120751980962,3.4611692708495894,1270.361245001366,1003.5940476224762,1.0,0.0,975.4375000000001,390.17500000000007,979.6251334606345,386.5663857319562,6.25,156.07000000000002
315,11.2473270173835,53.726238392632936,0.39423733040411657,2.461933683995559,805.4328069495544,108.94172001112646,1.0,0.0,624.27485,190.00477513867907,604.276572615847,180.1818725494942,10.795,57.83
317,3.173222394458559,40.22036267739309,0.05773773508935509,0.8753084730125861,169.9778362012145,111.73362606702523,1.0,0.0,129.1864,71.99276608104455,127.62815556114897,71.64670756228897,3.22,40.12
318,8.36689635928916,405.3932393610441,0.17948078711821006,8.15383941039302,3931.092770957165,2306.719254652162,1.0,0.0,3412.9179000000004,1163.1193087473873,3391.883218490359,1172.6237783185923,8.61,396.39000000000004
319,5.5980376973918204,14.904822014438462,0.23540177879179391,0.6913576821812232,127.34014046298321,74.46328232828539,1.0,0.0,83.4911,35.96216260182361,83.437755509742,35.26506621512197,5.39,15.490000000000002
320,2.9075062995519714,10.250822918462747,0.05123588056589257,0.21618292792928875,39.79126145993392,28.014385676745697,1.0,0.008171603677221655,29.719,17.681738602298132,29.80433221102216,17.479099853774606,2.825,10.52
321,6.2405391015454015,65.36426419511047,0.3843447685731934,4.699849700799654,625.4456803874683,292.93336387679017,1.0,0.0,412.23490000000004,175.8575053786446,407.9082465533309,163.2869327137851,5.495,75.02000000000001
322,4.196251442961897,14.056811294910268,0.0883222767851754,0.30594630972585213,82.7025508696211,65.58770038984463,1.0,0.0,58.895999999999994,29.12219771926562,58.9859146797103,28.795032066493086,4.09,14.399999999999999
324,2.493037309118834,34.80893241585936,0.04983693182938767,0.8487018522721822,121.77633143115767,82.92008360742481,1.0,0.0,86.85645,55.66120346794524,86.77996720333337,54.96105906395294,2.435,35.669999999999995
325,10.980291865348486,79.16577912855185,0.3555552297477317,2.2143048491986916,960.2207423814673,587.7462931467202,1.0,0.0,862.201,274.51114257894886,869.2633605792128,262.3278696748721,9.865,87.4
326,1.7980233125613176,12.056511716819518,0.031680203676153595,0.26501946388944436,29.57822093721415,24.582850436448197,1.0,0.07309322033898305,21.9454,16.402762084478333,21.67788913501017,16.16662377715782,1.79,12.26
328,6.50541506943918,45.034925621125524,0.246576721606129,1.7229038414427091,429.0764673611366,304.7367303475544,1.0,0.0,290.7016,114.55247803517827,292.9708837867426,114.86479861337573,6.44,45.13999999999999
330,0.3516291840626517,14.528688228746935,0.010177675820395785,0.5134111888680477,7.689328854295606,11.77494504335952,1.0,0.6772216547497446,5.05837,8.713560334329474,5.108710787374937,8.615269367849548,0.337,15.009999999999998
331,1.100655444139013,27.589749002318484,0.016757711724894035,0.5455577887569616,41.99100708648355,48.593836684314574,1.0,0.1105476673427992,29.736900000000002,28.225016403892486,30.366807441830744,28.94499257767822,1.11,26.79
332,3.043903647412557,15.225811248377267,0.04888965331159671,0.26784466334802653,62.913335192308615,53.903523807631046,1.0,0.0018957345971563982,46.481399999999994,27.10850298338143,46.345902393750706,26.564148056788202,2.94,15.809999999999999
333,3.8230785758625383,15.274131742554333,0.07718071370434765,0.3243308739447418,82.09172402254067,65.70459498686377,1.0,0.0,58.127,30.218788360885682,58.39420582986141,29.86504299088045,3.7,15.709999999999999
334,6.03805380028014,244.53754283054283,0.29113039022232534,12.902133957875344,2267.646591626353,1323.2101842874174,1.0,0.0,1499.4382499999997,640.820687499631,1476.5308397991266,600.8886947496984,5.475,273.86999999999995
335,5.335604684087899,29.548853814378027,0.09277349745890068,0.5785933245046568,198.99885062381924,109.10031438345906,1.0,0.0,157.5959,68.23036630416108,157.66100282142398,68.25468426854306,5.335,29.54
336,4.508043557257701,9.526907274215489,0.07530481994262127,0.16776774003726352,54.804993095158395,40.659563678957646,1.0,0.0,42.903,20.13537558626608,42.947712958118665,20.227676065025843,4.54,9.45
337,2.273364331856908,18.732757240998428,0.03712774295376122,0.35306023093309624,58.5846912777432,53.57158561431245,1.0,0.009698275862068966,41.9328,28.017530512163273,42.58638214902005,28.244651857829325,2.24,18.72
338,0.41428679816827524,10.699806796218924,0.012766914708107707,0.37817820210609515,6.7427276030061645,10.114165143319344,1.0,0.6882591093117408,4.4505,6.916854415122526,4.432788698624689,6.886942909865515,0.414,10.75
339,0.551233747021702,20.100892448379035,0.010940858044264706,0.5287931728920295,15.395065654400057,22.479635114653878,1.0,0.4425403225806452,11.146730000000002,15.01660240866755,11.08029026280021,14.92393121363699,0.551,20.23
342,4.412202620505141,13.95061912296217,0.09816045498125238,0.32012638014884653,87.13818491871575,67.65545764394413,1.0,0.0,62.09280000000001,29.568000000000005,61.552958252002824,29.303615416280678,4.41,14.080000000000002
343,1.387534762007784,49.95285454872643,0.021986529868617235,1.032064661624503,95.66079195117142,89.85377289502316,1.0,0.024134312696747113,70.23335000000002,59.67858224271084,69.31132214787658,58.84129836970629,1.385,50.71000000000001
345,5.517903938801745,16.111967383185842,0.25152999774946455,0.8329059561068056,135.42755939730895,73.32925097017826,1.0,0.0,90.375,41.16468450018778,88.9042882855264,37.84736441394239,4.82,18.75
346,5.161567020698701,247.1621360496179,0.15533704802561998,7.80343077505882,1888.2483437464634,1306.4996718882521,1.0,0.0,1263.5175,558.1286629890997,1275.7439301991533,561.529691859974,5.125,246.54
